url,category_code,category_description,date_added,source,notes,
tawk.to,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
9gag.com,GRP,Social Networking,2020-04-01,OONI,URL shared by community member,
overdrive.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
bbm.com,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
medium.com,POLR,Political Criticism,2020-04-01,OONI,URL shared by community member,
chess.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
about.riot.im,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
researchgate.net,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
subscene.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
web.archive.org,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
en.miui.com,HACK,Hacking Tools,2020-04-01,OONI,URL shared by community member,
disqus.com,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
cdnjs.com,HACK,Hacking Tools,2020-04-01,OONI,URL shared by community member,
ted.com,MMED,Media sharing,2020-04-01,OONI,URL shared by community member,
zoho.com,FILE,File-sharing,2020-04-01,OONI,URL shared by community member,
sputniknews.com,NEWS,News Media,2020-04-01,OONI,URL shared by community member,
freepik.com,MMED,Media sharing,2020-04-01,OONI,URL shared by community member,
f-list.net,GAME,Gaming,2020-04-01,OONI,URL shared by community member,
1800respect.org.au/languages,XED,Sex Education,2020-04-01,OONI,URL shared by community member,
sbs.com.au/language/coronavirus?cid=infocus,NEWS,News Media,2020-04-01,OONI,URL shared by community member,
write.as,HOST,Hosting and Blogging Platforms,2020-05-18,thebaer,Getting reports of domain issues in Indonesia,
gutenberg.org,CULTR,Culture,2020-05-18,eshellman,Public domain site targeted by copyright extremists,
letsencrypt.org,HOST,Hosting and Blogging Platforms,2020-05-20,OONI,,
ocsp.int-x3.letsencrypt.org,HOST,Hosting and Blogging Platforms,2020-05-20,OONI,,
discord.com,COMT,Communication Tools,2020-06-04,Chelchela,,
zoom.us,COMT,Communication Tools,2020-06-04,Chelchela,,
tiktok.com,GRP,Social Networking,2019-09-27,Netalitica,Short video sharing site,
tamtam.chat,COMT,Communication Tools,2020-06-04,Chelchela,,
app.wire.com,COMT,Communication Tools,2020-06-04,Chelchela,,
wire.com,COMT,Communication Tools,2019-10-05,Mo,,
wechat.com,COMT,Communication Tools,2019-10-05,Mo,,
telegram.org,COMT,Communication Tools,2019-08-30,OONI partner,,
t.me,COMT,Communication Tools,2019-08-30,OONI partner,,
tx.me,COMT,Communication Tools,2020-06-04,Chelchela,,
telegram.me,COMT,Communication Tools,2020-06-04,Chelchela,,
telegra.ph,HOST,Hosting and Blogging Platforms,2019-08-30,OONI partner,,
web.telegram.org,COMT,Communication Tools,2018-12-27,engagemedia,,
spotify.com,CULTR,Culture,2020-06-04,Chelchela,,
globalpride2020.org,LGBT,LGBT,2020-06-18,citizenlab,Global,
tanzil.net,REL,Religion,2017-03-09,CIPIT,Multilingual Quran -- Blocked in China ,
quran.com/?local=en,REL,Religion,2020-06-13,Chelchela,Multilingual Quran -- Not accessible in several countries,
trello.com,COMT,Communication Tools,2020-07-16,Chelchela,,
dns.adguard.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,Adguard DNS over HTTPS, query is for example.com.
doh.opendns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
doh-fi.blahdns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
doh.centraleu.pi-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
private.canadianshield.cira.ca/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
149.112.112.9/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
doh.dns.sb/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
mozilla.cloudflare-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-07-16,Chelchela,,
reuters.com,NEWS,News Media,2020-09-20,community member,,
startmail.com,COMT,Communication Tools,2020-08-24,OONI,,
surfshark.com,ANON,Anonymization and circumvention tools,2020-08-24,OONI,,
safervpn.com,ANON,Anonymization and circumvention tools,2020-08-24,OONI,,
api.protonvpn.ch/tests/ping,ANON,Anonymization and circumvention tools,2020-09-20,Chelchela,,
pubg.com,GAME,Gaming,2020-09-28,Chelchela,,
8.8.8.8/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-09-28,Chelchela,,
8.8.4.4/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-09-28,Chelchela,,
1.1.1.3/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-09-28,Chelchela,,
1.0.0.3/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-09-28,Chelchela,,
family.cloudflare-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2020-09-28,Chelchela,,
download.i2p2.de,ANON,Anonymization and circumvention tools,2020-10-16,Chelchela,,
i2pforum.net,ANON,Anonymization and circumvention tools,2020-10-16,Chelchela,Also GRP-Social Networking,
muwire.com,FILE,File-sharing,2020-10-16,Chelchela,New address for limewire.com -- Easy anonymous file sharing using I2P technology,
googleweblight.com/i?u=https%3A%2F%2Fexample.com%2F,ANON,Anonymization and circumvention tools,2020-11-30,Chelchela,,
makeamazonpay.com,POLR,Political Criticism,2020-11-30,OONI,,
eventbrite.com,CULTR,Culture,2020-12-15,OONI Partner,,
espivblogs.net,HOST,Hosting and Blogging Platforms,2020-12-17,OONI,Run by an autonomous collective and often used by activists,
espiv.net,COMT,Communication Tools,2020-12-17,OONI,Run by an autonomous collective and often used by activists,
ajax.aspnetcdn.com/ajax/4.5.2/1/MicrosoftAjax.js,HOST,Hosting and Blogging Platforms,2020-12-26,Chelchela,,
play.google.com/store,HOST,Hosting and Blogging Platforms,2021-01-11,OONI,,
apps.apple.com/us/developer/apple/id284417353,HOST,Hosting and Blogging Platforms,2021-01-11,OONI,,
lh3.ggpht.com/_mm3cDcdhxkc/SzkPLt_zDUI/AAAAAAAAAZM/UplZlTSCVQc/s800/DSC_5305.jpg,HOST,Hosting and Blogging Platforms,2021-01-11,Chelchela,,
lh4.ggpht.com/_PvLDsC2pRvk/ShwiscZujVI/AAAAAAAAFIQ/4q-TYiQ13-k/s512/DSC01330.jpg,HOST,Hosting and Blogging Platforms,2021-01-11,Chelchela,,
yt3.ggpht.com/a-/AOh14GhGCI1dxtHOY_TDQfmxDBK_S7CHTPJ3U6zOUw=s480-c-k-c0x00ffffff-no-rj-mo,HOST,Hosting and Blogging Platforms,2021-01-11,Chelchela,,
yt4.ggpht.com/a-/AOh14GhOiUxI-RcMC-Vfl2i15v3xewMr8bt2yNXTfw=s480-c-k-c0x00ffffff-no-rj-mo,HOST,Hosting and Blogging Platforms,2021-01-11,Chelchela,,
i.ytimg.com/vi/JBRf3nEqfZ8/hq720.jpg,HOST,Hosting and Blogging Platforms,2021-01-11,Chelchela,,
namecoin.org,ANON,Anonymization and circumvention tools,2021-02-04,Namecoin,Blockchain-based DNS-like naming system, reported to be blocked in Belarus in January 2021
